drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Rivavir63,Pfizer Inc.,2020,Antipsychotic,Psychosis control,Rash,310,Inhalation,Pregnancy,Monitor blood pressure,346.66,Qe949Ww,7/1/2026,Mild,Approved
Daxoprofen13,Novartis AG,2001,Vaccine,Allergy relief,"Dry mouth, Diarrhea, Rash",720,Intravenous,Asthma,Risk of addiction,389.86,qa722HL,10/23/2025,Severe,Rejected
Loxostatin75,Merck & Co.,1995,Antidepressant,Fungal infections,"Insomnia, Diarrhea, Constipation",380,Intravenous,Pregnancy,Take with food,322.61,AV243Ly,6/1/2027,Moderate,Rejected
Cefparin33,Novartis AG,2019,Antidepressant,Fever reduction,"Insomnia, Nausea",390,Intramuscular,Pregnancy,May affect fertility,116.57,Ho167RA,5/6/2027,Severe,Rejected
Cefzole60,Pfizer Inc.,2005,Antiviral,Depression treatment,"Constipation, Dry mouth",440,Inhalation,Liver disease,May cause drowsiness,154.93,Ao489TZ,10/26/2025,Moderate,Approved
Daxozepam88,Novartis AG,2009,Antifungal,Fungal infections,"Dry mouth, Constipation",380,Inhalation,Allergic reaction,May cause drowsiness,111.2,Yf018vY,2/14/2028,Severe,Pending
Zylomab96,Pfizer Inc.,2016,Antiviral,Depression treatment,"Diarrhea, Dry mouth",840,Rectal,Asthma,Avoid sunlight exposure,485.35,zp783ps,6/19/2028,Moderate,Approved
Rivazepam93,Novartis AG,2007,Antibiotic,Inflammation reduction,"Fatigue, Rash",870,Rectal,Asthma,May cause drowsiness,199.53,Yd899Lk,8/18/2025,Mild,Approved
Cefvir20,GlaxoSmithKline,2012,Vaccine,Inflammation reduction,"Headache, Diarrhea, Dizziness",500,Rectal,Diabetes,Risk of addiction,186.09,nS260sL,6/15/2026,Severe,Rejected
Amoxvir78,Johnson & Johnson,2021,Vaccine,Psychosis control,"Dry mouth, Headache",70,Inhalation,Liver disease,Do not discontinue abruptly,447.96,HK930Vx,6/3/2026,Moderate,Pending
Fenoprofen43,Johnson & Johnson,2017,Antipyretic,Prevent infectious disease,"Insomnia, Nausea, Dizziness",910,Inhalation,Seizures,Avoid sunlight exposure,272.61,Zj699Wp,11/10/2025,Severe,Pending
Zylocillin11,AstraZeneca,2023,Anti-inflammatory,Viral infections,"Nausea, Diarrhea, Headache",940,Intravenous,Pregnancy,Monitor blood pressure,114.83,rO916Mq,12/17/2026,Severe,Rejected
Mecoprofen20,Sanofi,1991,Antiviral,Bacterial infections,"Headache, Dizziness, Insomnia",230,Topical,Liver disease,Do not discontinue abruptly,208.88,qH289Ex,3/17/2026,Moderate,Pending
Serovir51,Roche Holding AG,1996,Vaccine,Fungal infections,"Rash, Dry mouth",500,Intravenous,Asthma,Avoid sunlight exposure,332.64,cq067aG,8/1/2027,Moderate,Pending
Loxocillin73,Johnson & Johnson,1990,Antibiotic,Fungal infections,Rash,390,Intramuscular,Liver disease,Monitor blood pressure,392.16,ij823mw,12/9/2025,Mild,Pending
Mecozole65,Merck & Co.,2005,Anti-inflammatory,Allergy relief,Dizziness,630,Sublingual,Liver disease,Risk of addiction,338.62,oF116gY,3/9/2028,Severe,Approved
Fenoxetine97,Pfizer Inc.,1991,Antidepressant,Allergy relief,"Headache, Blurred vision",530,Inhalation,Seizures,Take with food,224.55,OW996GR,2/25/2026,Moderate,Pending
Mecomab58,Bayer AG,1996,Vaccine,Psychosis control,Headache,590,Inhalation,Seizures,Risk of addiction,435.79,bm508TB,11/28/2025,Mild,Rejected
Daxovir65,Novartis AG,2008,Antidepressant,Viral infections,Blurred vision,520,Inhalation,Heart disease,May cause drowsiness,151.92,yt789Eh,8/31/2025,Mild,Rejected
Mecomab76,GlaxoSmithKline,2024,Antipsychotic,Psychosis control,Dry mouth,240,Rectal,Bleeding disorders,Do not discontinue abruptly,269.84,Je890fg,1/15/2027,Moderate,Pending
Cefcillin71,Sanofi,2020,Antipsychotic,Fever reduction,Constipation,910,Inhalation,High blood pressure,Use with caution in elderly,215.92,SI330Sv,8/25/2027,Severe,Pending
Cefdipine49,Moderna Therapeutics,1995,Antifungal,Pain relief,Blurred vision,460,Rectal,Liver disease,Risk of addiction,164.19,Rn657LZ,2/2/2028,Mild,Rejected
Serodipine73,GlaxoSmithKline,1999,Antibiotic,Bacterial infections,Diarrhea,480,Oral,High blood pressure,Risk of addiction,309.27,vl824MB,5/24/2027,Mild,Approved
Loxostatin99,Johnson & Johnson,2010,Vaccine,Allergy relief,"Rash, Headache",380,Rectal,Seizures,Do not operate machinery,246.58,YD983YZ,12/14/2027,Mild,Rejected
Amoxstatin76,Roche Holding AG,1994,Antifungal,Depression treatment,"Dizziness, Constipation",290,Oral,Pregnancy,Risk of addiction,193.23,dF402be,1/14/2026,Moderate,Rejected
Fenomab61,Moderna Therapeutics,2013,Antifungal,Fungal infections,Insomnia,850,Inhalation,Heart disease,May cause drowsiness,397.67,fs292Ed,6/28/2026,Severe,Pending
Cefparin67,Johnson & Johnson,2011,Antipyretic,Viral infections,"Dizziness, Nausea",430,Sublingual,Asthma,Take with food,393.49,IF639oJ,11/8/2026,Severe,Approved
Loxoparin29,Merck & Co.,1994,Antihistamine,Prevent infectious disease,"Rash, Constipation",570,Sublingual,Allergic reaction,Avoid alcohol,305.27,HE112pe,7/27/2028,Severe,Rejected
Daxozole67,AstraZeneca,2011,Antipyretic,Fever reduction,"Dizziness, Fatigue",550,Sublingual,Diabetes,Do not operate machinery,429.5,aG906Ms,5/2/2028,Severe,Pending
Amoxzepam69,Merck & Co.,2003,Antiviral,Depression treatment,Fatigue,10,Sublingual,Kidney impairment,Monitor blood pressure,214.72,Or902TT,8/17/2027,Mild,Approved
Daxovir48,Roche Holding AG,2023,Antipyretic,Viral infections,"Blurred vision, Nausea",10,Oral,Allergic reaction,Take with food,295.02,AC418jM,11/1/2025,Moderate,Pending
Viradipine21,AstraZeneca,2021,Anti-inflammatory,Fever reduction,"Dizziness, Diarrhea, Fatigue",640,Intramuscular,Seizures,Do not discontinue abruptly,363.03,iu439Ql,9/17/2025,Mild,Pending
Daxomab45,Bayer AG,1993,Analgesic,Bacterial infections,"Fatigue, Dizziness",430,Sublingual,Pregnancy,Take with food,390.61,ik838aX,11/28/2025,Severe,Pending
Fenostatin60,Novartis AG,2023,Antibiotic,Depression treatment,Dizziness,220,Sublingual,Allergic reaction,Take with food,52.51,fS500fV,12/15/2025,Moderate,Approved
Loxostatin22,Merck & Co.,2006,Antidepressant,Pain relief,"Fatigue, Nausea",50,Intramuscular,Diabetes,Do not operate machinery,253.71,Ka611nZ,8/25/2027,Moderate,Rejected
Daxodipine10,AstraZeneca,2006,Antipsychotic,Fever reduction,"Blurred vision, Dry mouth",40,Intravenous,Heart disease,Avoid alcohol,18.38,qn773nv,11/19/2027,Moderate,Approved
Mecomab71,Bayer AG,2024,Antibiotic,Depression treatment,Dizziness,520,Intramuscular,Liver disease,Take with food,134.46,EX764cl,2/18/2027,Mild,Approved
Loxostatin46,Sanofi,2014,Antibiotic,Depression treatment,Fatigue,220,Oral,Seizures,Do not discontinue abruptly,356.76,Mr351NL,10/5/2025,Moderate,Pending
Virazole57,Novartis AG,2005,Antipyretic,Viral infections,Insomnia,460,Intravenous,Kidney impairment,Do not operate machinery,150.44,Pi317tQ,6/1/2027,Mild,Rejected
Daxomab17,Bayer AG,2006,Antidepressant,Fungal infections,"Dizziness, Dry mouth",40,Sublingual,Kidney impairment,May affect fertility,439.15,jq171nR,12/8/2025,Severe,Pending
Cefcillin70,Merck & Co.,2018,Antihistamine,Bacterial infections,"Blurred vision, Constipation, Dizziness",630,Sublingual,Pregnancy,May affect fertility,143.66,ub341BD,11/25/2025,Severe,Rejected
Fenomab20,Johnson & Johnson,2000,Antipyretic,Fever reduction,"Constipation, Insomnia, Diarrhea",30,Intravenous,Bleeding disorders,Do not operate machinery,399.58,RE219Mv,10/24/2025,Severe,Pending
Cefprofen68,Novartis AG,1998,Antipyretic,Pain relief,"Constipation, Fatigue",640,Intramuscular,Bleeding disorders,May affect fertility,187.06,WJ649ZW,6/29/2026,Severe,Pending
Viradipine93,Merck & Co.,1998,Vaccine,Bacterial infections,"Insomnia, Dry mouth, Nausea",430,Intramuscular,Liver disease,May cause drowsiness,363.76,YD592uF,12/19/2027,Moderate,Rejected
Seroparin37,Bayer AG,2020,Antibiotic,Psychosis control,"Constipation, Fatigue",770,Sublingual,Heart disease,May cause drowsiness,189.75,JA229vj,2/1/2027,Severe,Rejected
Zyloparin56,Johnson & Johnson,2022,Anti-inflammatory,Allergy relief,Blurred vision,620,Topical,Asthma,Risk of addiction,138.46,wn704Xs,7/17/2028,Mild,Approved
Daxoprofen91,Sanofi,2017,Antiviral,Prevent infectious disease,"Dizziness, Nausea",600,Intramuscular,Kidney impairment,Take with food,121.86,lR765gZ,2/24/2028,Severe,Pending
Cefxetine57,Pfizer Inc.,1995,Antidepressant,Viral infections,"Headache, Dizziness",470,Oral,Kidney impairment,Use with caution in elderly,235.48,IR584wj,10/30/2027,Severe,Pending
Viraxetine27,Moderna Therapeutics,2012,Analgesic,Fever reduction,Constipation,50,Intravenous,High blood pressure,Avoid sunlight exposure,54.53,ww350ZD,11/23/2026,Severe,Rejected
Loxozepam97,Sanofi,2007,Antiviral,Allergy relief,Insomnia,80,Inhalation,Bleeding disorders,Risk of addiction,353.52,bx944XV,4/10/2028,Severe,Approved
Mecodipine30,AstraZeneca,2006,Analgesic,Bacterial infections,"Rash, Dry mouth",290,Oral,Liver disease,Do not operate machinery,311.25,zb847IL,1/1/2027,Mild,Approved
Mecomab38,Johnson & Johnson,2009,Antipyretic,Bacterial infections,Dizziness,160,Rectal,Bleeding disorders,Take with food,63.69,mO112Pi,6/12/2027,Mild,Rejected
Viramab24,AstraZeneca,1999,Antibiotic,Fungal infections,Fatigue,980,Oral,Diabetes,Monitor blood pressure,292.84,aK400Rx,10/24/2025,Severe,Approved
Mecoparin54,Moderna Therapeutics,2004,Vaccine,Fungal infections,"Fatigue, Insomnia, Constipation",750,Topical,Allergic reaction,Monitor blood pressure,146.23,vK543Le,4/20/2028,Severe,Rejected
Mecocillin19,Roche Holding AG,1992,Anti-inflammatory,Fungal infections,"Dizziness, Diarrhea",930,Rectal,Asthma,May cause drowsiness,219.31,Gl652ep,11/16/2027,Moderate,Approved
Rivaxetine67,Novartis AG,1990,Antihistamine,Bacterial infections,"Blurred vision, Constipation",770,Rectal,High blood pressure,Avoid alcohol,117.31,Dt835vk,6/20/2028,Mild,Rejected
Cefcillin82,Merck & Co.,2005,Antifungal,Prevent infectious disease,"Headache, Diarrhea",390,Intravenous,Asthma,Risk of addiction,46.69,eU289Un,6/21/2026,Mild,Rejected
Daxovir60,Novartis AG,2009,Vaccine,Depression treatment,"Diarrhea, Headache, Blurred vision",240,Sublingual,Pregnancy,May cause drowsiness,480.78,iD307kM,10/4/2025,Moderate,Approved
Daxoparin77,Sanofi,2003,Analgesic,Allergy relief,"Blurred vision, Dizziness, Headache",460,Intramuscular,Seizures,May affect fertility,292.87,wZ490Qa,10/25/2027,Severe,Approved
Seroparin88,Pfizer Inc.,1990,Antifungal,Prevent infectious disease,Fatigue,400,Topical,Diabetes,Avoid alcohol,315.38,mV331IH,9/16/2025,Mild,Pending
Loxozole95,AstraZeneca,1997,Anti-inflammatory,Viral infections,Constipation,840,Oral,Liver disease,May cause drowsiness,25.35,Vp656Pb,11/17/2027,Severe,Pending
Zyloparin40,GlaxoSmithKline,2004,Analgesic,Inflammation reduction,"Fatigue, Diarrhea",590,Intravenous,Seizures,May cause drowsiness,173.66,Cm531Qv,12/28/2027,Mild,Approved
Loxostatin74,Sanofi,2021,Antidepressant,Psychosis control,"Diarrhea, Constipation",820,Intravenous,Heart disease,Avoid alcohol,346.86,Fi236Jp,5/22/2026,Severe,Pending
Fenomab23,Novartis AG,2017,Antipyretic,Fever reduction,Blurred vision,890,Topical,Heart disease,Do not discontinue abruptly,246.21,PY007zK,2/12/2027,Severe,Approved
Zylodipine24,Sanofi,2020,Analgesic,Prevent infectious disease,"Nausea, Headache",630,Topical,Bleeding disorders,Avoid alcohol,232.81,nB000sP,8/25/2027,Moderate,Rejected
Loxomab51,Moderna Therapeutics,2018,Anti-inflammatory,Fungal infections,"Headache, Constipation",990,Sublingual,Heart disease,May cause drowsiness,14.85,fX534Rd,10/16/2026,Moderate,Pending
Daxoxetine71,Johnson & Johnson,2001,Antipyretic,Fever reduction,"Diarrhea, Insomnia, Fatigue",160,Sublingual,Asthma,Monitor blood pressure,498.68,bL265hp,2/9/2028,Moderate,Rejected
Amoxxetine33,Bayer AG,2022,Antipyretic,Allergy relief,"Nausea, Constipation",360,Oral,Diabetes,Risk of addiction,166.07,gx885bO,12/22/2025,Moderate,Approved
Fenoprofen19,Roche Holding AG,2002,Antidepressant,Depression treatment,"Insomnia, Dizziness, Rash",160,Rectal,Seizures,Avoid sunlight exposure,54.11,Er602VL,5/24/2028,Mild,Rejected
Amoxstatin15,Johnson & Johnson,1996,Antihistamine,Fungal infections,Diarrhea,780,Intravenous,Asthma,May cause drowsiness,348.83,XD312RG,8/16/2026,Severe,Approved
Zylodipine39,Moderna Therapeutics,1992,Antihistamine,Depression treatment,"Constipation, Diarrhea",140,Inhalation,Allergic reaction,Do not discontinue abruptly,290.37,po625ZS,11/3/2025,Mild,Rejected
Rivavir31,Pfizer Inc.,1998,Anti-inflammatory,Prevent infectious disease,Constipation,790,Rectal,Allergic reaction,Avoid sunlight exposure,120.11,Cq042ni,7/4/2026,Severe,Pending
Loxoprofen13,Moderna Therapeutics,2004,Antidepressant,Fungal infections,"Dry mouth, Headache, Fatigue",930,Intravenous,Heart disease,May affect fertility,392.26,vP365YQ,7/26/2026,Moderate,Approved
Fenovir60,Johnson & Johnson,1994,Antihistamine,Fever reduction,Blurred vision,50,Rectal,Diabetes,Monitor blood pressure,238.93,RB421av,1/20/2027,Severe,Pending
Rivazepam79,Sanofi,2017,Anti-inflammatory,Bacterial infections,"Dry mouth, Nausea, Fatigue",580,Topical,Kidney impairment,Do not discontinue abruptly,114.34,Yu551cY,1/1/2027,Severe,Approved
Cefxetine52,Novartis AG,2009,Vaccine,Viral infections,"Insomnia, Rash, Diarrhea",880,Topical,Diabetes,Do not discontinue abruptly,127.56,iW848Pq,12/3/2027,Mild,Pending
Zyloxetine70,Bayer AG,2012,Antihistamine,Bacterial infections,"Diarrhea, Insomnia",390,Sublingual,High blood pressure,May cause drowsiness,362.38,AI784Tl,4/15/2026,Severe,Pending
Zylocillin93,Merck & Co.,2020,Antipyretic,Depression treatment,"Blurred vision, Headache, Nausea",850,Intramuscular,Heart disease,Monitor blood pressure,462.29,Qr143HR,9/27/2026,Mild,Approved
Fenozole99,Pfizer Inc.,2003,Antipsychotic,Prevent infectious disease,Diarrhea,780,Inhalation,Heart disease,Avoid alcohol,45.69,Le407Qy,7/18/2026,Mild,Rejected
Amoxxetine90,Pfizer Inc.,1992,Antiviral,Bacterial infections,"Dry mouth, Fatigue, Constipation",390,Intramuscular,Heart disease,Take with food,188.27,Nk708ES,3/29/2026,Severe,Pending
Rivaprofen57,GlaxoSmithKline,2006,Analgesic,Psychosis control,Headache,950,Topical,Asthma,May cause drowsiness,478.35,vh303Uo,6/20/2028,Mild,Approved
Mecoparin90,Johnson & Johnson,2016,Antipyretic,Allergy relief,Headache,840,Sublingual,Allergic reaction,Take with food,432.33,eF283RA,6/28/2028,Severe,Rejected
Amoxprofen78,AstraZeneca,2003,Vaccine,Fever reduction,"Insomnia, Headache",670,Oral,Kidney impairment,Take with food,209.21,Bm973ce,6/18/2026,Moderate,Pending
Amoxmab24,Moderna Therapeutics,2014,Antipsychotic,Inflammation reduction,"Insomnia, Dry mouth, Rash",310,Intravenous,Asthma,Do not discontinue abruptly,127.93,Sd286DX,6/15/2026,Moderate,Rejected
Seroparin73,Johnson & Johnson,2005,Antipyretic,Allergy relief,Diarrhea,870,Oral,Kidney impairment,Monitor blood pressure,370.82,je748BY,10/20/2025,Moderate,Pending
Zyloprofen15,Johnson & Johnson,2011,Antidepressant,Viral infections,"Headache, Insomnia, Diarrhea",910,Rectal,High blood pressure,Monitor blood pressure,247.03,mx324Zl,7/31/2026,Moderate,Approved
Zylozole10,Johnson & Johnson,2022,Antipsychotic,Pain relief,"Insomnia, Dizziness",480,Topical,Liver disease,Avoid sunlight exposure,370.49,pq456Ds,2/20/2027,Severe,Approved
Mecodipine28,GlaxoSmithKline,2003,Antifungal,Depression treatment,"Dry mouth, Insomnia",680,Intravenous,Allergic reaction,Use with caution in elderly,82.36,TW313iw,6/19/2027,Mild,Approved
Rivavir88,Novartis AG,2005,Antibiotic,Fungal infections,"Fatigue, Rash, Dry mouth",710,Topical,Pregnancy,Do not discontinue abruptly,94.58,OQ179pI,4/12/2028,Moderate,Approved
Fenoxetine35,Novartis AG,1997,Antihistamine,Bacterial infections,"Dizziness, Blurred vision, Rash",580,Rectal,Kidney impairment,Monitor blood pressure,9.01,IT769PD,3/9/2028,Mild,Rejected
Amoxprofen41,Sanofi,1995,Antibiotic,Pain relief,Headache,170,Rectal,Diabetes,Monitor blood pressure,45.74,re219or,3/15/2026,Mild,Pending
Loxoxetine13,GlaxoSmithKline,1993,Analgesic,Pain relief,"Nausea, Dry mouth",770,Rectal,Asthma,Avoid sunlight exposure,410.33,Zd628ij,8/24/2025,Severe,Approved
Amoxzole99,Johnson & Johnson,2021,Antiviral,Inflammation reduction,"Rash, Dizziness, Diarrhea",450,Rectal,Liver disease,Use with caution in elderly,48.55,jI358pt,2/7/2026,Mild,Pending
Daxovir10,Merck & Co.,1991,Antihistamine,Bacterial infections,"Dry mouth, Fatigue",840,Inhalation,Pregnancy,Risk of addiction,183.4,Gw995OF,3/26/2027,Severe,Rejected
Loxoprofen25,Bayer AG,2001,Analgesic,Psychosis control,Headache,780,Inhalation,Heart disease,Take with food,212.65,nB439GG,8/20/2026,Mild,Approved
Cefcillin18,Moderna Therapeutics,2006,Antihistamine,Inflammation reduction,"Insomnia, Rash",200,Oral,High blood pressure,Avoid alcohol,135.39,xh146dA,6/4/2028,Moderate,Rejected
Amoxparin70,Moderna Therapeutics,2014,Antipyretic,Fungal infections,Diarrhea,140,Inhalation,Heart disease,Use with caution in elderly,178.35,Xp958NL,2/7/2028,Severe,Approved
Mecozepam42,Moderna Therapeutics,2012,Antidepressant,Bacterial infections,Constipation,240,Intramuscular,Liver disease,May cause drowsiness,463.09,xr389Gs,3/6/2026,Mild,Approved
Fenomab22,Johnson & Johnson,2022,Anti-inflammatory,Fever reduction,Constipation,150,Sublingual,Diabetes,May affect fertility,348.75,Mk216Eq,2/11/2028,Severe,Approved
Daxoprofen48,Merck & Co.,1995,Antipyretic,Viral infections,Constipation,70,Oral,Pregnancy,Risk of addiction,356.16,cg484Hd,5/10/2028,Severe,Pending
Virastatin79,Novartis AG,2023,Anti-inflammatory,Psychosis control,"Dry mouth, Blurred vision, Rash",980,Sublingual,Liver disease,Avoid alcohol,5.01,sU526TW,5/11/2027,Moderate,Approved
Rivastatin59,Roche Holding AG,1991,Analgesic,Inflammation reduction,"Diarrhea, Insomnia",110,Sublingual,Liver disease,Monitor blood pressure,450.98,Gv897YY,9/11/2027,Mild,Rejected
Fenocillin86,Merck & Co.,2013,Antipsychotic,Allergy relief,"Rash, Blurred vision",530,Oral,Heart disease,Risk of addiction,376.21,jH184UA,9/20/2025,Severe,Approved
Loxostatin90,Merck & Co.,2004,Antibiotic,Pain relief,Insomnia,780,Oral,Pregnancy,Avoid sunlight exposure,62.56,RR327SN,2/25/2028,Moderate,Pending
Cefzepam74,Merck & Co.,2003,Antihistamine,Psychosis control,"Constipation, Headache",10,Inhalation,Liver disease,Do not discontinue abruptly,307.64,wO507dT,11/29/2027,Moderate,Rejected
Loxovir20,Roche Holding AG,2003,Antihistamine,Depression treatment,"Constipation, Nausea, Dizziness",650,Intravenous,Liver disease,Risk of addiction,86.91,wS919WU,12/4/2027,Moderate,Approved
Daxostatin56,AstraZeneca,1997,Antiviral,Psychosis control,Rash,870,Intramuscular,High blood pressure,Monitor blood pressure,324.83,sI246oc,7/2/2027,Moderate,Approved
Fenocillin61,Merck & Co.,1994,Antipsychotic,Prevent infectious disease,Diarrhea,400,Oral,Pregnancy,Do not discontinue abruptly,245.91,fn861kG,4/20/2026,Severe,Pending
Mecozepam56,GlaxoSmithKline,2009,Antipyretic,Prevent infectious disease,"Diarrhea, Fatigue",450,Intramuscular,Seizures,Avoid sunlight exposure,494.35,be693BM,10/8/2026,Moderate,Pending
Cefzepam45,Novartis AG,2019,Vaccine,Bacterial infections,"Fatigue, Constipation, Dizziness",300,Sublingual,Kidney impairment,Risk of addiction,271.71,ty832Cf,7/8/2027,Mild,Approved
Zylodipine11,GlaxoSmithKline,2011,Anti-inflammatory,Fungal infections,"Dry mouth, Dizziness",590,Inhalation,Pregnancy,May cause drowsiness,218.44,JW257Kg,1/15/2028,Severe,Pending
Zylostatin83,Johnson & Johnson,2017,Antidepressant,Depression treatment,"Blurred vision, Insomnia",560,Sublingual,Asthma,Do not operate machinery,334.06,IX994Kr,10/15/2027,Mild,Pending
Zylocillin52,AstraZeneca,2010,Analgesic,Viral infections,Diarrhea,80,Oral,Asthma,Do not discontinue abruptly,437.79,Ho447BV,3/8/2028,Severe,Approved
Viradipine59,Sanofi,2018,Antiviral,Allergy relief,"Nausea, Blurred vision",630,Topical,High blood pressure,May cause drowsiness,145.68,iI018CX,8/8/2025,Severe,Pending
Amoxstatin72,GlaxoSmithKline,2020,Antiviral,Depression treatment,"Diarrhea, Constipation, Rash",850,Inhalation,High blood pressure,May affect fertility,237.56,iV144GU,3/27/2028,Severe,Pending
